task_id,plane_work_item_id,plane_issue_id,plane_project_id,project_key,title,action
TASK-0073,57e3ca0c-c5f8-40cc-bc5c-c66472278aff,57e3ca0c-c5f8-40cc-bc5c-c66472278aff,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Подключить чтение work items из Plane,created
TASK-0074,c60def60-616b-48fa-82ea-368c863a94e4,c60def60-616b-48fa-82ea-368c863a94e4,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить фильтрацию задач по статусу,created
TASK-0075,a1a00363-8e01-4918-ab05-3edfc37f3f0b,a1a00363-8e01-4918-ab05-3edfc37f3f0b,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Подготовить demo сценарии проекта,created
TASK-0076,9e54cf58-2ad1-4ef5-8c5d-54e35fdfe13d,9e54cf58-2ad1-4ef5-8c5d-54e35fdfe13d,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Настроить Docker Compose для dev-окружения,created
TASK-0077,d3c15347-062b-4f6f-bdaf-4786d5427c6c,d3c15347-062b-4f6f-bdaf-4786d5427c6c,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить запись комментария COMPASS AI в Plane,created
TASK-0078,df29a656-2b03-47c0-8ef3-62c070b03014,df29a656-2b03-47c0-8ef3-62c070b03014,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Провести ревизию auto-assignment,created
TASK-0079,19adfa21-46af-43f0-8bad-1ef1a57fc514,19adfa21-46af-43f0-8bad-1ef1a57fc514,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Подготовить demo сценарии проекта,created
TASK-0080,7ac7a9db-92c8-472e-9c3d-fd6474ce03cd,7ac7a9db-92c8-472e-9c3d-fd6474ce03cd,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Разделить генератор данных на независимые шаги,created
TASK-0081,fd0e25d7-69c4-4501-b65b-c91bee0977af,fd0e25d7-69c4-4501-b65b-c91bee0977af,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить миграцию для хранения model scores,created
TASK-0082,d2d3e9cd-23cf-49fa-b449-e540d8abe404,d2d3e9cd-23cf-49fa-b449-e540d8abe404,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать отчёт по fairness рекомендаций,created
TASK-0083,70f9ec47-1c22-4dac-8442-ca2d8723891e,70f9ec47-1c22-4dac-8442-ca2d8723891e,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Реализовать фильтр задач на dashboard,created
TASK-0084,71901f21-cbd7-4ea1-b720-1e0169c8a1b9,71901f21-cbd7-4ea1-b720-1e0169c8a1b9,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить страницу командной загрузки,created
TASK-0085,85eb65f9-e6fe-4f30-88cd-3e8778b1fc0d,85eb65f9-e6fe-4f30-88cd-3e8778b1fc0d,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить безопасную обработку API token,created
TASK-0086,99163c21-e043-448d-ab9b-c8209af86b7f,99163c21-e043-448d-ab9b-c8209af86b7f,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить text embeddings для описаний задач,created
TASK-0087,ca1c0676-340c-4575-b474-7077b2de376c,ca1c0676-340c-4575-b474-7077b2de376c,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить график распределения workload,created
TASK-0088,58019789-51bc-4446-bb07-81920345df5f,58019789-51bc-4446-bb07-81920345df5f,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить integration test PlaneClient,created
TASK-0089,ecf2e29d-65cc-4a23-b971-128a3ac5cfb9,ecf2e29d-65cc-4a23-b971-128a3ac5cfb9,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить запись комментария COMPASS AI в Plane,created
TASK-0090,18f98c76-a621-46dc-9d81-5ac455ec8895,18f98c76-a621-46dc-9d81-5ac455ec8895,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Реализовать baseline для сравнения с нейросетью,created
TASK-0091,1cd0e542-f287-4a33-8212-3cd2b6558de2,1cd0e542-f287-4a33-8212-3cd2b6558de2,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Описать локальный запуск проекта,created
TASK-0092,55798b13-5ec6-425f-837d-c2caceaeee0a,55798b13-5ec6-425f-837d-c2caceaeee0a,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Добавить карточку рекомендации исполнителя,created
TASK-0093,c959a435-3e2e-468d-8108-8b0c93423b78,c959a435-3e2e-468d-8108-8b0c93423b78,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить проверку Plane API token,created
TASK-0094,f6e4f39b-b439-450f-a15f-8455772d5c89,f6e4f39b-b439-450f-a15f-8455772d5c89,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Исправить падение API при пустом описании задачи,created
TASK-0095,45a9f6a5-23b5-48b2-a606-a9b6b578bf13,45a9f6a5-23b5-48b2-a606-a9b6b578bf13,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать датасет пар задача-сотрудник,created
TASK-0096,a88d5e7f-3d45-459d-a078-d42e8592f4a7,a88d5e7f-3d45-459d-a078-d42e8592f4a7,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить таблицу истории назначений,created
TASK-0097,9c7e0346-abd5-4ff1-aef9-b52b9c320730,9c7e0346-abd5-4ff1-aef9-b52b9c320730,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить экспорт аналитики в CSV,created
TASK-0098,d28720fd-c6ba-4ad0-9de0-c2b571becfec,d28720fd-c6ba-4ad0-9de0-c2b571becfec,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Разделить генератор данных на независимые шаги,created
TASK-0099,3d88bde9-a5c5-4c4b-afc3-081b08ede566,3d88bde9-a5c5-4c4b-afc3-081b08ede566,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить экспорт аналитики в CSV,created
TASK-0100,67854f0e-7e68-4bdd-aa0d-abb85f38f5c3,67854f0e-7e68-4bdd-aa0d-abb85f38f5c3,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Реализовать JWT-авторизацию,created
TASK-0101,7b8129b8-cd99-424f-ae16-412268a21560,7b8129b8-cd99-424f-ae16-412268a21560,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Починить ошибку при смене assignee,created
TASK-0102,ac90f46f-c3f7-480a-84fb-23460191ca9e,ac90f46f-c3f7-480a-84fb-23460191ca9e,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Починить ошибку при смене assignee,created
TASK-0103,c5c7fba1-bb5c-4d09-a7bb-78b9acc57796,c5c7fba1-bb5c-4d09-a7bb-78b9acc57796,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Оптимизировать SQL-запросы в отчётах,created
TASK-0104,7dced954-98ff-4a56-b92f-5356ece5387f,7dced954-98ff-4a56-b92f-5356ece5387f,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Провести ревизию auto-assignment,created
TASK-0105,790c8088-9430-4a61-a063-68424f28c737,790c8088-9430-4a61-a063-68424f28c737,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить text embeddings для описаний задач,created
TASK-0106,8f11a127-078b-47e0-9896-d201781a8325,8f11a127-078b-47e0-9896-d201781a8325,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Оптимизировать SQL-запросы в отчётах,created
TASK-0107,20ee18cc-d497-4ce9-ba56-92ce6d4f4bf7,20ee18cc-d497-4ce9-ba56-92ce6d4f4bf7,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить страницу командной загрузки,created
TASK-0108,3fef692d-5d48-4f10-9193-b38f30aac874,3fef692d-5d48-4f10-9193-b38f30aac874,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Описать локальный запуск проекта,created
TASK-0109,a87cdd5f-a403-4dcd-9103-8429944449f7,a87cdd5f-a403-4dcd-9103-8429944449f7,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Упростить слой интеграции с Plane,created
TASK-0110,5ee35ad1-e0e2-42cd-a01a-a1fcf0706d99,5ee35ad1-e0e2-42cd-a01a-a1fcf0706d99,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить тесты rule-based ranker,created
TASK-0111,39734e9b-0a9f-4e9a-80f9-041fd0ce8672,39734e9b-0a9f-4e9a-80f9-041fd0ce8672,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить график распределения workload,created
TASK-0112,a643acdc-0926-4c81-bc0c-684def097aa0,a643acdc-0926-4c81-bc0c-684def097aa0,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить запись комментария COMPASS AI в Plane,created
TASK-0113,fc7a0ea8-03df-40b3-a06b-7ef4dcc552ea,fc7a0ea8-03df-40b3-a06b-7ef4dcc552ea,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Реализовать фильтр задач на dashboard,created
TASK-0114,1ec3cab6-7fbc-4ca2-a355-e958ab84462c,1ec3cab6-7fbc-4ca2-a355-e958ab84462c,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Настроить Docker Compose для dev-окружения,created
TASK-0115,7d432e96-d378-4b48-8e28-a1b9abae1734,7d432e96-d378-4b48-8e28-a1b9abae1734,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Реализовать фильтр задач на dashboard,created
TASK-0116,e727148f-1394-4007-92f4-9204802a831c,e727148f-1394-4007-92f4-9204802a831c,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Реализовать JWT-авторизацию,created
TASK-0117,e8bc6c7f-d159-42b1-98b8-e0cc2d651679,e8bc6c7f-d159-42b1-98b8-e0cc2d651679,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить миграцию для хранения model scores,created
TASK-0118,1cad7167-a07a-4f48-85c9-a61139d0590f,1cad7167-a07a-4f48-85c9-a61139d0590f,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить запись комментария COMPASS AI в Plane,created
TASK-0119,c13fd5f3-161a-4fd1-9044-1b369da41ee9,c13fd5f3-161a-4fd1-9044-1b369da41ee9,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Подготовить demo сценарии проекта,created
TASK-0120,2f0ca2ac-00ac-4429-9cef-564a26b9833e,2f0ca2ac-00ac-4429-9cef-564a26b9833e,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать отчёт по fairness рекомендаций,created
